TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;9,01;0,97;-10,94;0,87;0,42;17,80;-0,98;-10,49;-116,83;-179,64;-61,90;0,46;1,15;11,53;-0,54;1,19;-7,96;-3,83;-1,41;0,48;0,52;0,37;5,83;;7.518.776,96;10,34;-0,82;0,03;1.074.098.769,28
ABCB4;14,51;4,89;9,95;0,75;0,07;1,96;-1,80;5,46;-30,19;-30,10;;;0,54;0,74;-0,09;3,23;7,51;0,74;;0,10;0,90;0,14;1,17;-2,60;12.115.532,04;19,41;1,46;-0,28;3.196.290.845,49
ABEV3;15,19;3,22;21,05;3,19;1,91;53,64;27,29;19,49;15,04;14,13;-0,88;-0,19;4,10;128,47;-2,67;1,06;15,14;9,09;17,72;0,60;0,40;0,47;4,56;-1,85;355.924.370,60;4,77;0,72;-6,19;239.079.105.757,38
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;94.201,44;-1,21;-0,38;-0,58;25.439.770,20
AERI3;8,46;;57,26;6,71;2,73;11,13;9,30;5,13;31,55;33,93;2,23;0,47;2,93;8,94;-9,22;1,77;11,72;4,78;9,41;0,41;0,59;0,93;;;38.989.669,08;1,26;0,15;2,08;6.512.814.376,00
AESB3;16,67;;;13.330.157,77;13.330.157,77;;;;;;;-1,00;;13.330.157,77;;;0,00;0,00;;1,00;0,00;0,00;;;26.584.441,64;0,00;0,00;;6.681.043.144,80
AFLT3;9,27;7,80;31,26;3,12;2,81;64,85;53,36;52,07;30,50;28,32;-1,59;-0,16;16,28;12,15;-3,83;7,91;9,98;9,00;9,27;0,90;0,10;0,17;5,56;8,17;14.318,44;2,97;0,30;-1,21;573.439.923,00
AGRO3;23,71;2,99;9,97;1,74;0,95;30,80;22,06;24,23;10,95;13,75;2,79;0,44;2,42;8,03;-1,39;1,61;17,40;9,55;9,06;0,55;0,45;0,39;13,49;-7,94;10.688.816,24;13,66;2,38;0,97;1.949.156.105,74
AHEB3;21,90;;-7,82;51,80;0,62;26,77;-5,66;-11,20;-15,48;-11,33;4,21;-14,09;0,88;-5,85;-0,85;0,72;-662,49;-7,88;-334,66;0,01;0,99;0,70;1,88;;8.601,50;0,42;-2,80;0,18;187.804.965,30
AHEB5;20,01;;-7,14;47,33;0,56;26,77;-5,66;-11,20;-14,14;-11,33;4,21;-14,09;0,80;-5,34;-0,77;0,72;-662,49;-7,88;-334,66;0,01;0,99;0,70;1,88;;4.500,00;0,42;-2,80;0,16;187.804.965,30
AHEB6;27,00;;-9,64;63,87;0,76;26,77;-5,66;-11,20;-19,08;-11,33;4,21;-14,09;1,08;-7,21;-1,04;0,72;-662,49;-7,88;-334,66;0,01;0,99;0,70;1,88;;5.400,00;0,42;-2,80;0,22;187.804.965,30
ALPA3;32,28;;133,81;6,21;3,90;52,34;8,15;4,17;68,39;71,84;-1,64;-0,15;5,58;13,38;-8,79;2,10;4,64;2,91;8,16;0,63;0,37;0,70;-3,59;-13,58;46.151,16;5,13;0,24;-2,74;20.152.415.439,07
ALPA4;36,65;;153,73;7,14;4,48;52,34;8,15;4,17;78,58;71,84;-1,64;-0,15;6,41;15,37;-10,09;2,10;4,64;2,91;8,16;0,63;0,37;0,70;-3,59;-13,58;52.417.322,52;5,13;0,24;-3,15;20.152.415.439,07
ALPK3;8,04;;-9,11;2,27;0,58;25,38;1,26;-26,33;190,20;363,88;175,57;2,09;2,40;-2,56;-0,62;0,25;-24,89;-6,34;0,30;0,25;0,75;0,24;;;250.537,92;3,55;-0,88;-0,03;1.542.418.003,76
ALSO3;27,47;;43,18;0,96;0,67;66,20;40,15;21,20;22,80;18,63;-4,32;-0,18;9,15;5,12;-0,81;4,37;2,22;1,55;3,37;0,70;0,30;0,07;19,22;-0,15;37.724.277,80;28,66;0,64;0,06;7.351.275.039,48
ALUP11;25,94;2,66;8,07;0,85;0,34;56,04;54,04;15,34;2,29;4,40;2,09;0,77;1,24;4,24;-0,41;1,78;10,53;4,17;14,02;0,40;0,60;0,27;32,68;29,19;17.063.353,60;30,52;3,21;1,39;7.657.059.152,99
ALUP3;8,75;2,63;8,17;0,86;0,34;56,04;54,04;15,34;2,32;4,40;2,09;0,77;1,25;4,29;-0,42;1,78;10,53;4,17;14,02;0,40;0,60;0,27;32,68;29,19;89.296,88;10,17;1,07;1,40;7.657.059.152,99
ALUP4;8,61;2,66;8,07;0,85;0,34;56,04;54,04;15,34;2,29;4,40;2,09;0,77;1,24;4,24;-0,41;1,78;10,53;4,17;14,02;0,40;0,60;0,27;32,68;29,19;152.547,04;10,17;1,07;1,39;7.657.059.152,99
AMAR3;5,46;;;1,44;0,42;37,31;-13,69;0,00;-4,87;-8,02;-3,14;0,93;0,67;4,40;-0,90;1,22;0,00;0,00;-12,12;0,29;0,71;0,64;-7,53;;19.787.679,44;3,79;0,00;;1.428.700.394,94
AMBP3;25,92;;65,71;2,40;1,79;22,63;18,40;6,39;22,81;19,86;-2,98;-0,31;4,20;4,20;-3,79;5,23;3,66;2,73;7,27;0,75;0,25;0,43;;;8.103.034,08;10,85;0,40;1,55;2.948.748.202,68
ANDG3B;28,82;;59,95;2,23;1,88;47,12;179,06;45,82;15,34;8,60;0,93;0,13;27,47;-25,32;-1,93;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-23,32;;12,94;0,48;-0,78;1.651.867.985,68
ANDG4B;0,00;;0,00;0,00;0,00;47,12;179,06;45,82;0,00;8,60;0,93;0,13;0,00;0,00;0,00;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-23,32;;12,94;0,48;0,00;1.651.867.985,68
ANIM3;10,60;;-104,14;1,69;0,93;51,80;8,31;-2,89;36,22;36,35;0,33;0,02;3,01;2,57;-1,73;4,78;-1,63;-0,90;2,96;0,55;0,45;0,31;11,24;;31.017.823,96;6,26;-0,10;-0,32;4.256.777.204,70
APER3;52,09;0,10;-860,18;3,36;1,99;100,00;-3,21;-0,67;-178,95;-167,65;13,33;-0,25;5,74;21,05;-2,62;1,64;-0,39;-0,23;-2,91;0,59;0,41;0,35;-11,42;;4.165.811,24;15,49;-0,06;6,73;603.740.247,06
APTI3;197,64;;0,07;0,01;0,01;29,60;283,02;228,44;0,06;0,62;-0,06;-0,01;0,16;0,04;-0,01;2,49;20,23;10,93;19,81;0,54;0,46;0,05;-22,74;84,17;;14.055,55;2.843,13;0,00;44.442.750,00
APTI4;3.500,00;;1,23;0,25;0,13;29,60;283,02;228,44;0,99;0,62;-0,06;-0,01;2,81;0,75;-0,19;2,49;20,23;10,93;19,81;0,54;0,46;0,05;-22,74;84,17;;14.055,55;2.843,13;0,00;44.442.750,00
ARZZ3;72,13;0,74;147,28;5,31;2,53;47,47;5,79;3,05;77,69;77,92;0,79;0,05;4,50;10,95;-5,64;1,72;3,60;1,72;4,34;0,48;0,52;0,56;7,26;-16,50;47.261.279,48;13,54;0,49;-2,10;7.103.719.818,20
ASAI3;77,29;;;14,68;1,10;;;;;;;3,05;;-55,33;-1,98;0,96;0,00;0,00;;0,07;0,93;0,00;;;137.355.678,12;5,25;0,00;;20.706.006.909,72
ATMP3;4,82;;-0,55;0,71;0,07;1,81;-15,64;-22,72;-0,80;-2,58;-1,77;1,56;0,13;-0,35;-0,08;0,48;-128,42;-12,05;-33,09;0,09;0,91;0,53;-16,98;;1.186.141,32;6,74;-8,66;0,01;119.976.204,48
ATOM3;9,75;;16,53;14,02;7,48;100,00;32,02;40,02;20,66;19,07;-1,50;-1,02;6,61;8,97;-343,62;6,76;84,86;45,26;63,27;0,53;0,47;1,13;;;6.042.708,28;0,70;0,59;0,03;202.929.231,74
AURA33;57,30;7,99;2,87;0,68;0,40;41,37;29,34;24,52;2,40;1,86;-0,54;-0,15;0,70;2,20;-0,67;1,80;23,69;13,82;21,76;0,58;0,42;0,56;;;14.945.315,76;84,26;19,96;0,01;1.105.175.182,50
AVLL3;23,25;;-1,70;1,31;0,23;-34,97;-167,68;-170,20;-1,72;-3,81;-2,10;1,60;2,89;1,64;-0,39;1,50;-77,32;-13,36;-22,16;0,17;0,83;0,08;;;209.983,56;17,70;-13,68;0,05;515.563.262,00
AZEV3;6,03;;-1,00;-506,52;1.907,85;1.622,59;3.562,68;5.901,50;-1,65;-1,20;0,00;;;-1.030,44;-5.063,39;0,25;-50.725,37;-191.061,17;50.838,86;-3,77;4,77;-32,38;-84,53;;335.496,00;-0,01;-6,15;-0,02;88.176.000,00
AZEV4;3,57;;-0,58;-295,33;1.112,39;1.622,59;3.562,68;5.901,50;-0,96;-1,20;0,00;;;-600,81;-2.952,27;0,25;-50.725,37;-191.061,17;50.838,86;-3,77;4,77;-32,38;-84,53;;544.012,16;-0,01;-6,15;-0,01;88.176.000,00
AZUL4;39,95;;-4,64;-3,55;3,18;4,97;-24,36;-188,62;-35,91;-38,86;-3,00;;8,75;-10,48;-4,84;0,53;-76,58;-68,60;24,18;-0,90;1,90;0,36;-1,70;;343.176.987,08;-11,22;-8,59;-0,01;50.159.663.225,78
B3SA3;54,45;4,77;26,73;4,53;2,40;89,87;60,06;44,52;19,81;18,34;-1,51;-0,34;11,90;14,95;-3,80;1,77;16,93;8,96;13,42;0,53;0,47;0,20;33,29;13,50;934.266.345,36;12,01;2,03;0,50;111.207.320.000,00
BAHI3;72,00;;-3,52;0,87;0,27;38,67;-11,71;-23,37;-7,02;-7,40;-0,38;0,05;0,82;-1,70;-0,30;0,40;-24,59;-7,61;-12,58;0,31;0,69;0,33;;;58.259,05;83,20;-20,46;-0,01;161.457.048,00
BALM3;18,26;6,81;9,97;1,40;0,79;50,03;10,60;10,45;9,83;8,33;-0,75;-0,11;1,04;2,55;-2,01;2,05;14,05;7,94;8,91;0,57;0,43;0,76;7,78;1,84;25.728,61;12,37;1,74;0,06;156.849.000,00
BALM4;14,80;7,97;8,52;1,20;0,68;50,03;10,60;10,45;8,40;8,33;-0,75;-0,11;0,89;2,18;-1,71;2,05;14,05;7,94;8,91;0,57;0,43;0,76;7,78;1,84;34.895,86;12,37;1,74;0,05;156.849.000,00
BAUH4;90,00;0,95;20,06;5,12;3,16;23,26;12,97;12,28;18,99;17,98;-1,02;-0,27;2,46;43,52;-5,55;1,20;25,52;15,74;19,16;0,62;0,38;1,28;10,90;33,53;61.259,72;17,59;4,49;-1,57;469.999.980,00
BAZA3;40,00;8,96;4,47;0,49;0,06;37,94;42,64;27,94;2,93;2,93;;;1,25;2,35;-0,06;;10,99;1,28;;0,12;0,88;0,05;-8,12;1,30;50.462,72;81,52;8,96;-1,26;1.185.838.680,00
BBAS3;29,68;4,85;6,80;0,73;0,05;17,25;7,58;10,28;9,22;9,23;;;0,70;0,51;-0,05;33,26;10,72;0,70;;0,07;0,93;0,07;-11,56;-3,39;564.790.603,20;40,74;4,37;-0,20;85.160.193.834,40
BBDC3;22,83;2,65;12,24;1,41;0,15;-2,98;0,53;20,72;478,56;511,06;;;2,54;1,17;-0,17;11,43;11,51;1,21;;0,10;0,90;0,06;-3,00;-2,54;140.949.326,04;16,20;1,87;-0,56;216.255.784.560,84
BBDC4;25,94;2,56;13,91;1,60;0,17;-2,98;0,53;20,72;543,76;511,06;;;2,88;1,32;-0,19;11,43;11,51;1,21;;0,10;0,90;0,06;-3,00;-2,54;1.275.197.198,52;16,20;1,87;-0,64;216.255.784.560,84
BBML3;3.936,42;0,00;18.030,31;1.258,08;197,00;12,19;3,42;0,89;4.685,13;4.692,25;7,12;1,91;160,13;-3.731,96;-319,55;0,88;6,98;1,09;8,23;0,16;0,84;1,23;45,38;25,57;;3,13;0,22;-511,34;160.451.699.191,56
BBRK3;1,71;;-0,76;-3,23;0,66;62,65;-171,31;-175,32;-0,78;-0,56;0,22;;1,33;-5,82;-0,91;0,71;-426,12;-86,80;418,72;-0,20;1,20;0,50;-9,38;;911.089,84;-0,53;-2,27;-0,01;134.289.419,04
BBSE3;24,00;5,64;12,43;7,49;4,39;;;;10,01;10,03;;;;62,54;-6,58;1,27;60,27;35,33;;0,59;0,41;0,00;;-1,76;194.545.830,80;3,19;1,93;-0,29;47.980.000.000,00
BDLL3;8,17;;-0,20;-0,08;0,02;-86,74;-295,31;-321,27;-0,22;-4,27;-4,04;;0,64;-0,06;-0,03;0,52;-40,12;-9,88;-86,38;-0,25;1,25;0,03;-46,07;;143.847,05;-101,97;-40,91;0,00;13.901.441,52
BDLL4;9,14;;-0,22;-0,09;0,02;-86,74;-295,31;-321,27;-0,24;-4,27;-4,04;;0,72;-0,06;-0,04;0,52;-40,12;-9,88;-86,38;-0,25;1,25;0,03;-46,07;;75.910,29;-101,97;-40,91;0,00;13.901.441,52
BEEF3;10,13;2,96;7,99;6,63;0,33;19,76;9,24;3,59;3,11;6,01;2,89;6,17;0,29;1,14;-0,99;1,76;82,98;4,12;13,90;0,05;0,95;1,15;15,30;;96.315.784,96;1,53;1,27;0,00;5.600.645.061,86
BEES3;4,89;4,21;6,66;0,90;0,05;50,63;23,67;14,58;4,10;4,31;;;0,97;0,74;-0,05;;13,52;0,76;;0,06;0,94;0,05;-7,16;7,23;190.907,76;5,43;0,73;0,86;1.621.784.961,40
BEES4;5,80;3,55;7,90;1,07;0,06;50,63;23,67;14,58;4,87;4,31;;;1,15;0,88;-0,06;;13,52;0,76;;0,06;0,94;0,05;-7,16;7,23;20.865,28;5,43;0,73;1,02;1.621.784.961,40
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-16,03;-0,33;;0,00;0,00;13,21;4,60;4,40;-0,28;0,96;0,04;0,00;;-3,40;;256.545,33;11.800,56;0,00;
BFRE12;0,00;;0,00;0,00;0,00;;;;0,00;;-16,03;-0,33;;0,00;0,00;13,21;4,60;4,40;-0,28;0,96;0,04;0,00;;-3,40;;256.545,33;11.800,56;0,00;
BGIP3;37,88;2,62;10,66;1,19;0,08;71,66;12,77;8,57;7,15;5,70;;;0,91;-0,55;-0,18;0,77;11,14;0,80;;0,07;0,93;0,09;0,74;14,88;5.172,00;31,91;3,56;-0,30;461.380.441,65
BGIP4;22,49;4,85;6,33;0,70;0,05;71,66;12,77;8,57;4,25;5,70;;;0,54;-0,32;-0,10;0,77;11,14;0,80;;0,07;0,93;0,09;0,74;14,88;79.724,58;31,91;3,56;-0,18;461.380.441,65
BIDI11;165,21;0,09;-5.841,94;12,73;2,13;57,47;-9,54;-0,77;-473,33;-465,73;;;45,17;-22,90;-4,00;0,83;-0,22;-0,04;;0,17;0,83;0,05;14,14;;232.573.748,04;12,96;-0,03;53,53;41.369.196.038,58
BIDI3;55,36;0,09;-5.870,62;12,79;2,14;57,47;-9,54;-0,77;-475,65;-465,73;;;45,39;-23,01;-4,02;0,83;-0,22;-0,04;;0,17;0,83;0,05;14,14;;15.014.703,40;4,32;-0,01;53,80;41.369.196.038,58
BIDI4;54,81;0,09;-5.805,83;12,65;2,11;57,47;-9,54;-0,77;-470,40;-465,73;;;44,89;-22,75;-3,97;0,83;-0,22;-0,04;;0,17;0,83;0,05;14,14;;125.654.406,64;4,32;-0,01;53,20;41.369.196.038,58
BIOM3;16,60;;-15,88;5,87;2,58;23,75;-94,72;-120,62;-20,23;-20,88;-0,83;0,24;19,16;8,35;-4,80;3,03;-36,96;-16,27;-14,65;0,44;0,56;0,13;;;236.986,04;2,83;-1,05;-0,59;1.113.932.345,40
BKBR3;9,99;;-6,18;1,50;0,70;59,16;-17,30;-19,91;-7,11;-7,10;-0,03;0,01;1,23;4,97;-0,98;1,98;-24,24;-11,33;-15,04;0,47;0,53;0,57;18,70;;22.614.330,32;6,68;-1,62;0,01;2.739.786.697,65
BMEB3;18,23;4,26;6,33;0,97;0,09;66,23;10,12;6,76;4,22;4,17;;;0,43;0,45;-0,17;1,71;15,29;1,41;;0,09;0,91;0,21;-9,42;12,08;17.777,39;18,85;2,88;0,19;943.041.963,36
BMEB4;17,60;4,85;6,11;0,93;0,09;66,23;10,12;6,76;4,08;4,17;;;0,41;0,43;-0,17;1,71;15,29;1,41;;0,09;0,91;0,21;-9,42;12,08;130.815,42;18,85;2,88;0,18;943.041.963,36
BMGB4;4,90;3,65;9,15;0,69;0,10;72,18;8,81;7,76;8,06;8,06;;;0,71;;-0,10;;7,52;1,11;;0,15;0,85;0,14;11,98;8,39;7.836.419,72;7,12;0,54;-0,47;2.857.838.813,90
BMIN3;22,32;;43,89;0,86;0,52;81,20;37,26;21,89;25,78;25,58;;;9,61;11,12;-0,71;1,21;1,96;1,19;;0,61;0,39;0,05;-1,79;-9,57;5.472,67;25,93;0,51;4,31;106.867.596,69
BMIN4;21,15;6,62;41,59;0,82;0,49;81,20;37,26;21,89;24,43;25,58;;;9,10;10,54;-0,68;1,21;1,96;1,19;;0,61;0,39;0,05;-1,79;-9,57;23.450,11;25,93;0,51;4,08;106.867.596,69
BMKS3;242,20;2,51;31,63;0,58;0,51;31,27;6,38;15,98;79,18;-27,83;-107,01;-0,78;5,05;0,69;-2,16;31,67;1,83;1,61;-0,20;0,88;0,12;0,10;1,12;-20,41;12.730,39;418,81;7,66;1,07;110.140.450,00
BMOB3;17,80;;39,30;10,51;3,56;57,95;42,06;28,92;27,03;25,36;-1,85;-0,72;11,37;-20,50;-6,87;0,74;26,75;9,05;24,88;0,34;0,66;0,31;;;28.724.007,12;1,70;0,45;;1.636.363.656,00
BNBR3;70,07;4,00;5,94;0,98;0,10;57,57;40,13;25,83;3,82;3,82;;;1,53;1,81;-0,10;;16,51;1,65;;0,10;0,90;0,06;-9,48;27,23;32.711,44;71,46;11,80;-0,14;6.052.048.482,48
BOAS3;11,80;0,47;344,20;3,42;2,53;42,69;9,91;2,79;96,98;80,05;-17,67;-0,62;9,61;4,92;-6,29;7,24;0,99;0,74;1,90;0,74;0,26;0,26;;;10.483.709,40;3,45;0,03;-4,90;6.192.286.555,40
BOBR3;0,00;;0,00;0,00;0,00;37,35;11,13;3,47;0,00;4,12;1,93;;0,00;0,00;0,00;0,58;-16,30;5,92;500,50;-0,36;1,36;1,71;1,10;;;-0,94;0,15;0,00;281.428.317,98
BOBR4;2,29;;14,80;-2,41;0,88;37,35;11,13;3,47;4,61;4,12;1,93;;0,51;-2,86;-1,51;0,58;-16,30;5,92;500,50;-0,36;1,36;1,71;1,10;;286.851,84;-0,94;0,15;-0,07;281.428.317,98
BPAC11;98,46;1,23;27,98;3,44;0,36;-7,36;7,72;24,86;90,05;90,42;;;6,95;-6,58;-0,94;0,92;12,29;1,30;;0,11;0,89;0,05;2,49;41,61;425.980.897,60;28,63;3,52;-2,22;92.138.848.217,05
BPAC3;48,67;0,83;41,49;5,10;0,54;-7,36;7,72;24,86;133,54;90,42;;;10,31;-9,75;-1,40;0,92;12,29;1,30;;0,11;0,89;0,05;2,49;41,61;211.418,12;9,54;1,17;-3,30;92.138.848.217,05
BPAC5;25,05;1,60;21,52;2,65;0,28;-7,36;7,72;24,86;69,28;90,42;;;5,35;-5,06;-0,73;0,92;12,29;1,30;;0,11;0,89;0,05;2,49;41,61;193.785,00;9,54;1,17;-1,71;92.138.848.217,05
BPAN4;12,44;1,68;22,63;2,79;0,38;61,65;9,35;6,84;16,54;16,72;;;1,55;-1,91;-0,65;0,67;12,33;1,68;;0,14;0,86;0,25;4,82;34,24;64.977.130,20;4,41;0,54;4,17;14.990.898.145,24
BPAR3;182,07;9,28;7,19;1,17;0,16;80,40;31,54;15,44;3,52;3,52;;;1,11;1,37;-0,19;;16,25;2,28;;0,14;0,86;0,15;3,12;3,40;;155,92;25,33;-0,28;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-24,79;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;57,19;8,66;13,57;1,77;1,76;;;;13,63;15,23;-0,04;-0,01;;52,37;-1,83;11,80;13,03;12,99;12,98;1,00;0,00;0,00;;;3.415.175,40;32,34;4,22;-0,03;22.309.083.012,40
BRAP4;66,92;8,12;15,91;2,07;2,07;;;;15,98;15,23;-0,04;-0,01;;61,42;-2,15;11,80;13,03;12,99;12,98;1,00;0,00;0,00;;;219.218.314,92;32,34;4,22;-0,03;22.309.083.012,40
BRDT3;22,40;4,15;6,67;2,13;0,92;5,47;5,60;4,79;5,71;6,87;1,14;0,43;0,32;4,06;-1,74;1,92;31,99;13,79;17,54;0,43;0,57;2,88;-3,48;;189.952.189,96;10,48;3,35;0,09;26.189.200.000,00
BRFS3;24,47;;14,35;2,25;0,40;24,00;7,21;3,51;6,98;12,09;5,10;1,65;0,50;2,66;-0,74;1,48;15,70;2,79;8,34;0,18;0,82;0,79;4,16;-14,99;188.513.741,28;10,85;1,70;0,04;19.913.719.259,46
BRGE11;10,00;3,64;17,92;0,41;0,24;-301,47;181,11;160,27;15,86;-15,44;-33,83;-0,87;28,72;0,57;-0,61;3,39;2,27;1,35;1,68;0,60;0,40;0,01;-1,53;-7,25;11.718,00;24,56;0,56;-0,99;854.018.449,92
BRGE12;6,19;;11,09;0,25;0,15;-301,47;181,11;160,27;9,82;-15,44;-33,83;-0,87;17,78;0,35;-0,38;3,39;2,27;1,35;1,68;0,60;0,40;0,01;-1,53;-7,25;7.983,36;24,56;0,56;-0,61;854.018.449,92
BRGE3;9,28;;16,63;0,38;0,23;-301,47;181,11;160,27;14,72;-15,44;-33,83;-0,87;26,65;0,53;-0,57;3,39;2,27;1,35;1,68;0,60;0,40;0,01;-1,53;-7,25;9.474,60;24,56;0,56;-0,92;854.018.449,92
BRGE5;14,41;2,10;25,82;0,59;0,35;-301,47;181,11;160,27;22,85;-15,44;-33,83;-0,87;41,38;0,82;-0,88;3,39;2,27;1,35;1,68;0,60;0,40;0,01;-1,53;-7,25;2.815,23;24,56;0,56;-1,43;854.018.449,92
BRGE6;16,50;4,41;29,57;0,67;0,40;-301,47;181,11;160,27;26,16;-15,44;-33,83;-0,87;47,39;0,94;-1,01;3,39;2,27;1,35;1,68;0,60;0,40;0,01;-1,53;-7,25;2.415,50;24,56;0,56;-1,64;854.018.449,92
BRGE7;5,40;7,86;9,68;0,22;0,13;-301,47;181,11;160,27;8,56;-15,44;-33,83;-0,87;15,51;0,31;-0,33;3,39;2,27;1,35;1,68;0,60;0,40;0,01;-1,53;-7,25;;24,56;0,56;-0,54;854.018.449,92
BRGE8;8,50;3,56;15,23;0,35;0,21;-301,47;181,11;160,27;13,48;-15,44;-33,83;-0,87;24,41;0,48;-0,52;3,39;2,27;1,35;1,68;0,60;0,40;0,01;-1,53;-7,25;4.650,00;24,56;0,56;-0,84;854.018.449,92
BRIV3;10,87;0,05;12,85;0,62;0,06;12,85;13,75;10,14;9,48;8,69;;;1,30;0,42;-0,07;99,82;4,81;0,46;;0,09;0,91;0,04;-14,49;-2,44;30.613,68;17,61;0,85;1,46;882.667.086,13
BRIV4;8,58;6,74;10,14;0,49;0,05;12,85;13,75;10,14;7,48;8,69;;;1,03;0,33;-0,05;99,82;4,81;0,46;;0,09;0,91;0,04;-14,49;-2,44;16.139,88;17,61;0,85;1,15;882.667.086,13
